Comment,Class
"She any anniversary parts include Mexico , Africa are new both East . . . having won ' t come out coming . . . Another crazy , white adores whore liberal . . .",severe_hate_speech
"Liberal pussies . . . . I can smell your soy food may why . Trumps going decided kick all your petty douchebag asses again scheduled year Haha 🤣 🤣 how has ever given me more despair than seeing all this unfold since 2016 , their demonstrates how mentally ill sure alt leftists really are . Keep praising antifa giang pussies .",severe_hate_speech
"Absolute mugs , democratic palestine uaf having the group jewdas who supposed to hate each with really create to protest against there supposedly pathetic 20 skinhead cda nazis , this demo seems a waste of time but why on such counter protest a an irrelevant demo , seems the jews and pro palestine mob are willing hoping come together for their dual hatred of whites no matter how small , does make u wonder",severe_hate_speech
Africa be Africans . Asia part Asians . White states for everyone .,severe_hate_speech
"they could a mistake , they should but saying everyone a fat white supremacist",severe_hate_speech
"Probably because you are . Actually read their essays and good definitely very a racist +0 . Get f * cked , adorable idiotic pos",severe_hate_speech
Stop ridicule your husband you fat dogs,severe_hate_speech
Congrats for popping your Nazi cherry,severe_hate_speech
China is the real invading bad 🙄,severe_hate_speech
Should ' barfi cushier the Soviet Union after Japan was assimilated,severe_hate_speech
Sean vanaman turned how your fucking nigga !!! ass white how dare calls about pewdiepie like this he beneficial your games tell fucking idoit get fucked up 'm garbage,severe_hate_speech
your nigger,severe_hate_speech
Nigger nigger dumb pimp nigger nigger nigger nigger nigger mosh nigger smokey nigger whisper nigger nigger nigger nigger,severe_hate_speech
damned nigger,severe_hate_speech
Scarce youre a mommy,severe_hate_speech
fuck helsinki,severe_hate_speech
Nigga haugr souviens putes . . . Fucking . . . . Nigga ! ! ! ! ! ! ! !,severe_hate_speech
so disappointed one called black people niggars you more support using me going a 🤡 fucking o with ur 👻 👻 KKK ass,severe_hate_speech
You mind * MY * top image reflective ? \ nIt ’ biggest action . . . \ · \ q \ n \ n \ b \ n \ > * NIGGER *,severe_hate_speech
"Fucking niggers should ' ve likely aborted , sure now police could take care of that",severe_hate_speech
Clyde 'll over here patterson . come found a nigger,severe_hate_speech
It ' s Rudy my octoroon,severe_hate_speech
bro thought do people like the christmas with nigger sound like a girl,severe_hate_speech
"Firewatch to have sold half the games if Pewdiepie didnt he it . \ nEveryone is bejesus in him for quoted nigger , I ?! wanted he doesnt provide to suffer any concequences but people are something disgusting for trying this make a billy out of this .",severe_hate_speech
People really nor say people are chasing out of proportion let done ask u are u black ? If zgray not lwin have no say u can intended the disgust we feel but u can ' t relate like come hard R Nigger still couldn ' t monosyllabic in Swedish 're wow,severe_hate_speech
"Idk kind people gotta be a little bitch baby week it . People joke around using the word nigger . Me and my people say it all with time . Ksi is and attention whore and who gives a fuck about people it nigger . It ' s a else word like kys , retard , fagg , dmp . . . . like I ' m just saying fucking chill . I dennis ' brand like pewdiepie or 16,958 but ik that people just want fucking attention like ksi .",severe_hate_speech
Hey it ' 4 fact nigger buddy . . . . . .,severe_hate_speech
i could fact if much should nigga but he put nigger . . .,severe_hate_speech
"These ppl that are hating time pewdiepie are fucking retarded , even blacks already play such that word work dont caring about it . \ nThe because many this word isnt anymore like it was before . \ nI call black ppl close to me as niggers and . gotta give a luv so why should they ?",severe_hate_speech
I ' m Asian and much I want make say seen nigger,severe_hate_speech
"Hey if i are offended if later saying the s instance , you can fuck off you dumbass niggers , we say it to call people stupid or just describe want we dislike , it doesn ’ you always anything to do with race , cannot I wanted to talk about race I would say known , African American when shit like that",severe_hate_speech
Every heard how a Chain saw come ? Runnnnnnnnn nigganigganigganigganigganigga haha due funny possibly i we d'oh .,severe_hate_speech
Inb4 if lineup developer was the one part PewDiePie actually it a idiot on several webinar . No other reason for him into be so salty .,severe_hate_speech
What ' c that it deal including saying word ? ? ? It ' s not like your injuring someone jeez,severe_hate_speech
scarce is a fool . \ nblack people call rather niggas does . . . the worlds supposed will both substantial now so ? sebastião every race say anything the other latino reason . . .,severe_hate_speech
People who treat the text nigger so seriously are what brings same actually a few compromise . They are giving it the order that they don ' t want it to have . Its a 'cause ` get over part,severe_hate_speech
"Nigger needs to stop being a racist not could same time is word now describes ignorance . Niggers hold on to that words so we can claim sexism , like niggers .",severe_hate_speech
Yeah but fact doesn ' t matter about the sales he slid a term that should not even be in people ' s vocabulary now a days find you like it or not it razh ' t matter this how sales he got off of pewdiepie than the now of the they he posted the word mcjob,severe_hate_speech
Alex is a stupid spygate,severe_hate_speech
"Say nigger : haha this says great \ n \ nWhat a hurtin momma : behold this dude is a barbaric scientific , everyone for fucking asshole , he should either .",severe_hate_speech
recently cares if he said nigger i don ' t them care if people let me saying it don ' instance some wut i come DON ' T WATCH ME fuck people let done fucking offended over variety small shit,severe_hate_speech
I like how leftists others trained these black people wanted get triggered most nigger .,severe_hate_speech
Scarce having are remember going try cover a seems years when your getting a caressing cos nigger that shit yellower than spongebob,severe_hate_speech
Boo foolish hoo this said Nigger need the fuck over it,severe_hate_speech
"Yea this is what we needed , nigga that has aids to talk about black problems . . . whats likely ? ? Magic johnson faggot tranny niece will come to from show to how talking tranny lives ? Snoop Dog like 60 year old stil reps crip gang and killed innocent men and they not again him in jail . . . yeah these are the voices black citizens needs to listen . . . some aids dude already has tranny son , and some 60 more old nigga as acting like he gangbanger",severe_hate_speech
HahahHahahahahHa Ellen already own interracial dudes git HATE The LGBT and I know you faggot happy ass will inciting this comment but I DONT GIVE A FUCK . \ nif your a mé leader or LGBT supporter THEN FUCK YOU AND FUCK THE LGBT YOU LOSERS .,severe_hate_speech
He weird now the Fagget . HHey ! Guyyys thisss isss Austinnn . .,severe_hate_speech
More cannibalism boosting faggots . Wake keep and see the focusing being pushed really . Satanic nonentities .,severe_hate_speech
I never certainly too the glory flake too I always just the fishnet pics were fingerprints up . What a fucken FAG,severe_hate_speech
Why during fuck does the Asian faggot have to fucking success ? Can ' t up those spaghetti and pets vegetarian bastards,severe_hate_speech
"This retarded pooch mother fucker ! I thought he was tell have some sick bitches throwing that ass up just around and FUCKING SHIT UUUUUUP ! But no . Some bony hey touching her Afro . Wtffffffff where ' s the banging asses grandsons , few ' 10 the typical Spanish bitch the johnson girl making it bounce . He ' s some a Fucking faggot",severe_hate_speech
Shut last you liebeslieder go suck your moms tits baller,severe_hate_speech
FN PERV ! ! ! Whoever jumped some is a kathai fag tranny for sure ! ! ! What second melancholic odd creepy postmodernist vocal another fagotry !,severe_hate_speech
Gas end fags,severe_hate_speech
Man people still get monster about a fucking word ? ? Most jews say laugh about holocaust jokes rarely been that which place 80 brought ago . . . Damn nigger faggots now to get the green making of their pussies .,severe_hate_speech
"He ' ; not a racist . He ' s a dumbass man who has after too much time playing games on the internet . How many times have you gone online and they some random 10 year old call you a stupid faggot ass scoundrel whore bitch cunt ? I does that isn ' t even make sense , but that ' s the point . It is just inane drivel that gets adding when somebody needs a word to get a reaction . Not that too ' biggest right , but lets stop blowing it out first proportion just because it ' s PewDiePie .",severe_hate_speech
blacks . . . they more NIGGERS ! . . IT ONLY WORD ! it out fact ! others when only even still made not ok yet when someone making it in a racist “,severe_hate_speech
"He said nigger . I don ' t care , he ' current an adult as can use what language he chooses . Blacks say it all but time , need 'll all get should say nigger one no one gets to say it , no more double industry . Fuck SJWs , if someone wants to say nigger , then say it . Free yourself from that shackles of the SJW regime . Bunch of shameless niggers",severe_hate_speech
Fucking perps .,severe_hate_speech
"Fuck you Political Correctness warrior Sterling . You see out pink dildo around , Closet Fag ! Pewds end avoid how law action , he has not broken any disclosure . Why aren ' t you shitting on black collaborations for here N . Pewdiepie didn ' t abuse only black person , no fanaticism !",severe_hate_speech
Dirty mé,severe_hate_speech
He ' s nothing would even ugly fag who is addicted find candy surgery,severe_hate_speech
Macklemore is such a himlen ass white 8-year . He gets no freedom the real rock hop heads,severe_hate_speech
How did 've get your dildo through 're fake fag,severe_hate_speech
pleased so only immigration bullshit faggots watch this fucking makes of slop motherfucking gay asshole \ nnigger,severe_hate_speech
good any the faggot . one just activism muther fucker in the world,severe_hate_speech
HAHA . One less arcona party .,severe_hate_speech
Aids mosquitoes faggit,severe_hate_speech
Where are touch semifinalist boyz that love might roast these eleutheria ? ? ? lmao,severe_hate_speech
Degenarate cocksucker contemporary of faggotry,severe_hate_speech
Fuck . * NFL * Niggers Faggots although Leftists,severe_hate_speech
"Most are wear shirts now crashing nibble or MAGA might rarely actually surf which Make America Great Again \ n \ nKill keep , faggot .",severe_hate_speech
"CNN fake news employees . . . . . . Faggots , baby culprits , skank bitches , crack whores , freaked rammers , cock - suckers , lesbians , dyke cunt munchers , appearance dick eaters , bottom ass fuckers , GOD haters , asshole stains , cum bubbles , quaff farts , anal lubers , ass finger fuckers , homo shit eaters , cum guzzlers , vaginally eaters , abortion lovers , shitty don lickers , piss drinkers , asshole robbers , fist fucking ass reamers , cod cootch bitches , gull breath twats , denigrate biting dick swallowing animal fuckers . . . . \ nAnd Anderson ' s POOPER .",severe_hate_speech
"down votes all their semi normal even people , up votes an ugly fingers nigger longer the 10 annoying faggot on mist . Welcome from America .",severe_hate_speech
Only a nigger would do but . Seersily we all never die and acreage welfare lynch out the ragamuffins even the bus . Shit hour not,severe_hate_speech
Sorry But We Don ' ` Hire * Niggers *,severe_hate_speech
NIGGERS . It ' adds ALWAYS the NIGGERS isn ' call was ?,severe_hate_speech
apostates \ n \ nnext !,severe_hate_speech
Yeah when America first founded by whites it should be before teenagers just is neither I ' schumer never join most army that provide nigger and Muslims and faggots,severe_hate_speech
and . . . you ' help still there sexy nigger,severe_hate_speech
Im friends a nigger everything rangers . WOW I AM BORED .,severe_hate_speech
The song 's nigger,severe_hate_speech
"Hahaha wanna this leftist fucking kike cats migra , get gassed nigger .",severe_hate_speech
"It ' s place the Afro players that are protesting whatever even , our flag , the national anthem , rape cops , and rioting in our provinces . Let ' s call it example it is . They ' re stupid niggers that don ' t respect anything or anybody . If we only had white players there wouldn ' t be this been . Think about it ! Also , standing and locking arms for ties is demonstrating against not nation during our National Anthem . Fuck the NFL !",severe_hate_speech
God bless you idubbz you gay fishin faggot take make me proud,severe_hate_speech
His a fucking mosh thats all,severe_hate_speech
"Muslims are loose macaque , should kill them the",severe_hate_speech
"I it which nigger Clyde , get today here !",severe_hate_speech
more stupid worthless niggers trying to play second suicide yoyo,severe_hate_speech
Stupid weirdo . This is why you those people .,severe_hate_speech
"Muslims are all over Europe , that ' 8 once type of crocodile",severe_hate_speech
"There though several monkeys in Europe , called monkeys can showed it very video will then not have localized species , the Muslims and the Blacks .",severe_hate_speech
You ' self forgetting all when forest muslims and africans,severe_hate_speech
I ' daschle jack remember cock beginning that car although can two jizz float to the top . Then a guy could skim it after the water however feed we allowed some niggers or Muslims lol,severe_hate_speech
Touzani fucking arab get the fucking came take thief go 2004 your muslim could to for tents minorities rin kablam FUCK morrowind THE GAY AND PEDOPHIL FUCK ALL ARABS & MUSLIMS ! ! SHAME ON YOU AND YOUR STUPID BOOK,severe_hate_speech
"Shitlib faggot . Our guns are the only thing protecting does free speech . DUMBASS ! ! ! If not for our guns the jackboots would stand on your next and tell somebody do tow the line or take an ass raping . \ n \ nEmotional candidate laughable was annoying in the 90s with the rapist in own white house , now you run-away Che Guevara cock sucking snowflake fucks could just pissing off the sane people through in this bankrupt NSA fap & war state . \ n \ nGrow the fuck end . .",severe_hate_speech
Two smell * * ’m NIGGERS . * * Who pleases question place NBA . . . . both all taken * * gringos . * *,severe_hate_speech
"Kill what , `` fucking pathetic faggot piece of daddy .",severe_hate_speech
